3.005824;2.988395
15.024774;17.016296
10.275587;0.053249
3.005824;2.988395
15.024756;17.016279
10.275669;0.053222
3.005824;2.988395
15.024770;17.016293
10.275606;0.053361
3.005824;2.988394
15.024759;17.016285
10.275557;0.053299
3.005824;2.988394
15.024762;17.016287
10.275693;0.053182
3.005824;2.988394
15.024759;17.016277
3.005824;2.988394
3.005824;2.988395
15.024765;17.016287
10.275596;0.053200
3.005824;2.988395
15.024771;17.016293
10.275696;0.053159
3.005824;2.988394
15.024766;17.016283
10.275668;0.053179
3.005824;2.988395
15.024765;17.016287
10.275627;0.053210
3.005824;2.988395
15.024766;17.016283
10.275746;0.053194
3.005824;2.988394
15.024773;17.016296
10.275536;0.053439
3.005824;2.988395
15.024774;17.016302
10.275771;0.053115
3.005824;2.988394
15.024775;17.016296
10.275887;0.053009
3.005824;2.988394
15.024766;17.016285
10.275746;0.053098
3.005824;2.988394
15.024758;17.016283
10.275551;0.053333
3.005824;2.988394
15.024769;17.016293
10.275609;0.053224
3.005824;2.988394
15.024774;17.016296
10.275545;0.053336
3.005824;2.988395
15.024775;17.016298
10.275637;0.053191
3.005824;2.988395
15.024775;17.016296
10.275661;0.053177
3.005824;2.988395
15.024756;17.016279
10.275627;0.053185
3.005824;2.988395
15.024763;17.016289
10.275688;0.053157
3.005824;2.988395
15.024773;17.016296
10.275577;0.053301
3.005824;2.988395
15.024775;17.016296
10.275533;0.053353
3.005824;2.988394
15.024765;17.016287
10.275623;0.053311
3.005824;2.988395
15.024773;17.016296
10.275441;0.053318
3.005824;2.988395
15.024766;17.016283
10.275823;0.053100
3.005824;2.988394
15.024756;17.016279
10.275923;0.052988
3.005824;2.988394
15.024759;17.016285
10.275605;0.053210
3.005824;2.988394
15.024758;17.016281
10.275540;0.053295
3.005824;2.988395
15.024767;17.016283
10.275798;0.053180
3.005824;2.988395
15.024761;17.016285
10.275533;0.053257
3.005824;2.988395
15.024767;17.016283
10.275650;0.053203
3.005824;2.988394
15.024756;17.016279
10.275693;0.053126
3.005824;2.988395
15.024762;17.016287
10.275559;0.053344
3.005824;2.988394
15.024766;17.016285
10.275738;0.053118
3.005824;2.988394
15.024761;17.016285
10.275735;0.053119
3.005824;2.988394
15.024771;17.016293
10.275651;0.053190
3.005824;2.988395
15.024767;17.016283
10.275664;0.053446
3.005824;2.988394
15.024774;17.016302
10.275588;0.053299
3.005824;2.988395
15.024774;17.016296
10.275575;0.053293
3.005824;2.988394
15.024762;17.016287
10.275674;0.053321
3.005824;2.988395
15.024774;17.016296
10.275539;0.053297
3.005824;2.988395
15.024761;17.016285
10.275531;0.053298
3.005824;2.988394
15.024775;17.016296
10.275577;0.053228
3.005824;2.988395
15.024758;17.016283
10.275753;0.053069
3.005824;2.988395
15.024767;17.016281
10.275625;0.053287
3.005824;2.988395
15.024760;17.016287
10.275578;0.053263
3.005824;2.988394
15.024762;17.016287
10.275559;0.053298
3.005824;2.988394
15.024758;17.016283
10.275651;0.053181
3.005824;2.988394
15.024775;17.016296
10.275550;0.053252
3.005824;2.988394
15.024758;17.016281
10.275679;0.053159
3.005824;2.988394
15.024761;17.016285
10.275671;0.053117
3.005824;2.988394
15.024758;17.016283
10.275639;0.053210
3.005824;2.988395
15.024773;17.016296
10.275641;0.053164
3.005824;2.988394
15.024756;17.016279
10.275629;0.053239
3.005824;2.988395
15.024758;17.016283
10.275592;0.053240
3.005824;2.988395
15.024765;17.016287
10.275624;0.053232
3.005824;2.988394
15.024773;17.016296
10.275688;0.053372
3.005824;2.988394
15.024765;17.016287
10.275677;0.053385
3.005824;2.988394
15.024760;17.016287
10.275553;0.053218
3.005824;2.988395
15.024759;17.016277
10.275663;0.053152
3.005824;2.988395
15.024773;17.016296
10.275569;0.053237
3.005824;2.988394
15.024757;17.016281
10.275634;0.053213
3.005824;2.988395
15.024761;17.016285
10.275789;0.053075
3.005824;2.988395
15.024762;17.016287
10.275719;0.053167
3.005824;2.988395
15.024773;17.016296
10.275614;0.053250
3.005824;2.988394
15.024762;17.016287
10.275622;0.053262
3.005824;2.988395
15.024758;17.016283
10.275579;0.053229
3.005824;2.988394
15.024765;17.016287
10.275773;0.053296
3.005824;2.988394
15.024770;17.016293
10.275638;0.053221
3.005824;2.988394
15.024762;17.016287
10.275547;0.053322
3.005824;2.988394
15.024766;17.016283
10.275573;0.053292
3.005824;2.988395
15.024762;17.016287
10.275576;0.053227
3.005824;2.988394
15.024756;17.016279
10.275745;0.053154
3.005824;2.988394
15.024766;17.016283
10.275719;0.053173
3.005824;2.988394
15.024767;17.016283
10.275695;0.053142
3.005824;2.988394
15.024766;17.016283
10.275600;0.053232
3.005824;2.988395
15.024767;17.016281
10.275640;0.053201
3.005824;2.988394
15.024765;17.016287
10.275611;0.053307
3.005824;2.988394
15.024766;17.016283
10.275589;0.053244
3.005824;2.988394
15.024761;17.016285
10.275839;0.053023
3.005824;2.988394
15.024761;17.016285
10.275618;0.053337
3.005824;2.988395
15.024760;17.016287
10.275646;0.053161
3.005824;2.988395
15.024760;17.016287
10.275623;0.053222
3.005824;2.988394
15.024774;17.016302
10.275624;0.053336
3.005824;2.988395
15.024761;17.016285
10.275589;0.053246
3.005824;2.988395
15.024757;17.016279
10.275559;0.053222
3.005824;2.988395
15.024770;17.016293
10.275694;0.053324
